pmid	yearCreated	yearPublished	pmidRetraction	yearRetracted	retractionType
17056923	2006	2006	17650565	2007	RetractionIn
17056530	2006	2006	21209288	2011	RetractionIn
17056245	2006	2006	19569261	2009	RetractionIn
17055433	2006	2006	17218266	2007	RetractionIn
17051976	2006		18935696	2008	RetractionIn
17051805	2006	2006	18589485	2008	RetractionIn
17047255	2006	2006	19474393	2009	RetractionIn
17043678	2007	2007	18049464	2007	RetractionIn
17042945	2006	2006	17092331	2006	RetractionIn
17041727	2006	2006	17717854	2007	RetractionIn
17030610	2006	2006	19279189	2009	RetractionIn
17023390	2006	2006	20515957	2010	RetractionIn
17021747	2007	2007	18193493	2007	RetractionIn
17012269	2006	2006	17178748	2007	RetractionIn
17000298	2006	2006	17726799	2007	RetractionIn
16974114	2006	2006	18063880	2007	RetractionIn
16973744	2006	2006	17360701	2007	RetractionIn
16973722	2006	2006	19469050	2009	RetractionIn
16968898	2006	2007	18299452	2008	RetractionIn
16956206	2006	2006	18001006	2007	RetractionIn
16951566	2006	2006	20683357	2010	RetractionIn
16945319	2006	2006	18543410	2008	RetractionIn
16938870	2006	2006	19106305	2008	RetractionIn
16934686	2006	2006	17933032	2007	RetractionIn
16930675	2006	2006	20824938	2010	RetractionIn
16930383	2006	2006	20059626	2009	RetractionIn
16929120	2006	2006	19086151	2008	RetractionIn
16920823	2006	2006	21228251	2011	RetractionIn
16917797	2006	2006	17103479	2006	RetractionIn
16913865	2006	2006	17081259	2006	RetractionIn
16912754	2006	2006	17760229	2007	RetractionIn
16912408	2006	2006	19252230	2009	RetractionIn
16906766	2006	2006	17567051	2007	RetractionIn
16899777	2006	2006	21366430	2011	RetractionIn
16899252	2006	2006	17874477	2007	RetractionIn
16898225	2006	2006	18360952	2008	RetractionIn
16890687	2006	2006	17139780	2006	PartialRetractionIn
16885199	2006	2007	17984118	2007	RetractionIn
16882552	2006	2006	18951275	2008	RetractionIn
16874686	2006		17918151	2007	RetractionIn
16873043	2006		17867222	2007	RetractionIn
16872742	2007	2007	18461699	2008	RetractionIn
16862580	2006	2006	19399884	2009	PartialRetractionIn
16847342	2006	2006	18772271	2008	RetractionIn
16842743	2006	2006	17068855	2006	RetractionIn
16840747	2006	2006	21288870	2011	RetractionIn
16838032	2006	2006	17507992	2007	RetractionIn
16824631	2007	2007	18158190	2008	RetractionIn
16809909	2006	2006	17193703	2006	RetractionIn
16809859	2006	2006	18754157	2008	RetractionIn
16807784	2006	2006	18595196	2008	RetractionIn
16803864	2006	2006	18757780	2008	RetractionIn
16790652	2006	2006	21451071	2011	RetractionIn
16790618	2006	2006	19448229	2009	RetractionIn
16782903	2006	2006	19474393	2009	RetractionIn
16782650	2006	2006	18058373	2007	RetractionIn
16781144	2006	2007	19953724	2009	RetractionIn
16775809	2006	2006	17506072	2007	RetractionIn
16770538	2006	2006	18773512	2008	RetractionIn
16767085	2006	2006	18560433	2008	RetractionIn
16765339	2007	2007	19124093	2009	RetractionIn
16764619	2006	2006	20178557	2010	RetractionIn
16764598	2006	2006	17163875	2006	RetractionIn
16756753	2006	2006	20632472	2010	RetractionIn
16738545	2006	2006	18235505	2008	RetractionIn
16734562	2006	2006	17115904	2006	RetractionIn
16732280	2006	2006	16960577	2006	RetractionIn
16725387	2006	2006	18441551	2008	RetractionIn
16723796	2006	2006	20689222	2010	RetractionIn
16719806	2006	2006	17549846	2007	RetractionIn
16714283	2006	2006	18499917	2008	RetractionIn
16712650	2006	2006	17504515	2007	RetractionIn
16689510	2006		17175730	2006	RetractionIn
16688891	2006	2006	20369409	2010	RetractionIn
16687409	2006	2006	18210667	2008	RetractionIn
16686385	2006		17181116	2006	RetractionIn
16675392	2006	2006	17326324	2007	RetractionIn
16649305	2006	2005	16635876	2006	RetractionIn
16645343	2006	2006	16871030	2006	RetractionIn
16644507	2006	2006	18334470	2008	RetractionIn
16641989	2006	2006	17066038	2006	RetractionIn
16641293	2006	2006	17496231	2007	RetractionIn
16630125	2006	2006	21265953	2011	RetractionIn
16626211	2006	2006	16863336	2006	RetractionIn
16618605	2006	2006	18504811	2008	RetractionIn
16617846	2006	2005	17708013	2007	RetractionIn
16603085	2006	2006	21210996	2011	RetractionIn
16597423	2006		16824453	2006	RetractionIn
16594919	2006	2006	19335803	2009	RetractionIn
16584637	2006	2006	20632472	2010	RetractionIn
16565882	2006	2006	19347663	2009	RetractionIn
16555436	2006	2005	16739302	2006	RetractionIn
16550265	2006	2006	17600961	2007	RetractionIn
16544577	2006	2006	17410676	2007	RetractionIn
16543683	2006	2006	17354293	2006	RetractionIn
16542160	2006	2006	19034988	2008	RetractionIn
16527983	2006	2006	20929829	2010	RetractionIn
16527309	2006	2006	18286714	2008	RetractionIn
16520554	2006	2006	16981308	2006	RetractionIn
16519442	2006	2006	17107036	2006	RetractionIn
16508680	2006	2005	17671539	2006	RetractionIn
16508386	2006	2006	19218855	2009	RetractionIn
16507902	2006	2006	17982135	2007	RetractionIn
16504726	2006		19585698	2009	RetractionIn
16502480	2006	2006	21488204	2011	RetractionIn
16489820	2006	2006	17915904	2007	RetractionIn
16489497	2006	2006	17691123	2007	RetractionIn
16487061	2006	2006	21166650	2010	RetractionIn
16484492	2006	2006	17656701	2007	RetractionIn
16484209	2006	2006	16621841	2006	RetractionIn
16478859	2006	2006	18938645	2008	RetractionIn
16478645	2006	2006	17048343	2006	RetractionIn
16474136	2006	2006	17005709	2006	RetractionIn
16468883	2006	2006	16942385	2006	PartialRetractionIn
16467873	2006	2006	16915293	2006	RetractionIn
16467142	2006	2006	17132733	2006	RetractionIn
16466641	2006	2006	20632472	2010	RetractionIn
16465358	2006	2005	20222207	2009	RetractionIn
16462106	2006	2005	17551250	2007	RetractionIn
16459994	2006	2006	16886289	2006	RetractionIn
16455819	2006	2006	18398955	2008	RetractionIn
16432154	2006	2006	17159131	2006	RetractionIn
16428550	2006	2006	19299812	2009	RetractionIn
16428532	2006	2006	21451073	2011	RetractionIn
16424524	2006	2006	21534264	2011	RetractionIn
16424224	2006	2006	18941259	2008	RetractionIn
16421562	2006	2006	19079059	2008	RetractionIn
16418018	2006		19288610	2009	RetractionIn
16413606	2006	2006	17387784	2007	RetractionIn
16413539	2006	2006	16773740	2006	RetractionIn
16412036	2006	2006	17054588	2006	RetractionIn
16410328	2006	2006	16997941	2006	RetractionIn
16406483	2006	2006	18770890	2008	RetractionIn
16399846	2006	2006	17596640	2007	RetractionIn
16399311	2006	2006	16736557	2006	RetractionIn
16398468	2006	2005	21322744	2011	RetractionIn
16394597	2006	2005	19506343	2009	RetractionIn
16390818	2006	2005	18951275	2008	RetractionIn
16387853	2006	2006	16505348	2006	RetractionIn
16383300	2005	2005	18350680	2007	RetractionIn
16373573	2005	2005	17185584	2006	RetractionIn
16373256	2005	2005	18365839	2008	RetractionIn
16368125	2006	2006	18041113	2007	RetractionIn
16363482	2005	2005	16770067	2006	RetractionIn
16362798	2005	2005	20931257	2010	RetractionIn
16357560	2005	2006	16721138	2006	RetractionIn
16355390	2006	2006	17614339	2007	RetractionIn
16354850	2005	2005	18842931	2008	RetractionIn
16342351	2005	2005	18581620	2008	RetractionIn
16339543	2005	2005	16849517	2006	RetractionIn
16327213	2005	2005	17652912	2007	RetractionIn
16322903	2006	2006	20177719	2010	RetractionIn
16319506	2006	2006	16683328	2006	RetractionIn
16308569	2005	2005	21285977	2011	RetractionIn
16306613	2005	2005	16873288	2006	RetractionIn
16299507	2005	2005	17013410	2006	RetractionIn
16291386	2005	2005	17214047	2006	RetractionIn
16286306	2005	2006	19173128	2009	RetractionIn
16286305	2005	2006	19662582	2009	RetractionIn
16286019	2005	2005	16767838	2006	RetractionIn
16270447	2005	2005	20027706	2009	RetractionIn
16263821	2006	2006	16775851	2006	RetractionIn
16256075	2005	2005	17288013	2007	RetractionIn
16254035	2006	2006	18493028	2008	RetractionIn
16249842	2005	2005	19639447	2009	RetractionIn
16243185	2005	2005	17236955	2007	PartialRetractionIn
16239928	2006	2006	17972903	2007	RetractionIn
16236435	2006	2006	19160569	2009	RetractionIn
16235460	2005	2005	18254204	2007	RetractionIn
16230795	2005	2005	17514840	2007	RetractionIn
16230623	2005	2005	20622151	2010	RetractionIn
16227584	2005	2005	21350113	2011	RetractionIn
16226613	2005		16458751	2006	RetractionIn
16224166	2005	2005	17179705	2006	RetractionIn
16221992	2006	2006	16625002	2006	RetractionIn
16217005	2005	2005	16983065	2006	RetractionIn
16207520	2006	2006	18496903	2008	RetractionIn
16204194	2005	2005	16882864	2006	RetractionIn
16203862	2005	2005	19685570	2009	RetractionIn
16202228	2005	2005	16355499	2005	RetractionIn
16200333	2005	2005	19784532	2009	RetractionIn
16192765	2005	2005	20177373	2010	RetractionIn
16192764	2005	2005	20177373	2010	RetractionIn
16187321	2005	2006	18792961	2008	RetractionIn
16178425	2005	2005	17121191	2006	RetractionIn
16174581	2005	2005	17366688	2007	RetractionIn
16166739	2005	2005	18695263	2008	RetractionIn
16162900	2005	2005	19525407	2009	RetractionIn
16159641	2005	2005	20464794	2010	RetractionIn
16157701	2005	2005	17485494	2007	RetractionIn
16151024	2005	2005	20538690	2010	RetractionIn
16146159	2005	2005	16528862	2006	RetractionIn
16138565	2005	2005	19417759	2009	RetractionIn
16135352	2005		16857559	2006	RetractionIn
16116011	2005	2005	21451068	2011	RetractionIn
16110016	2005	2005	16829659	2006	RetractionIn
16099949	2005	2005	17446370	2007	RetractionIn
16094364	2005	2005	16222303	2005	RetractionIn
16080255	2005	2003	15738363	2005	RetractionIn
16077385	2005	2005	17726800	2007	RetractionIn
16076637	2005	2005	19662582	2009	RetractionIn
16061819	2005	2005	20375280	2010	RetractionIn
16054423	2005	2005	16892492	2006	RetractionIn
16045557	2005	2005	17010023	2006	RetractionIn
16040081	2006	2006	18584777	2008	RetractionIn
16033828	2005	2005	19390114	2009	RetractionIn
16026327	2005	2005	19160568	2009	RetractionIn
16009522	2005	2005	18496898	2008	RetractionIn
16002281	2005	2005	18688952	2008	RetractionIn
15994554	2005	2005	19390025	2009	RetractionIn
15994234	2005	2005	20622156	2010	RetractionIn
15988809	2005	2005	16642565	2006	RetractionIn
15988546	2005		17982441	2007	RetractionIn
15987643	2005	2005	17176513	2006	RetractionIn
15981993	2005	2005	17567051	2007	RetractionIn
15976327	2005	2005	21508337	2011	RetractionIn
15968290	2005	2005	19513083	2009	RetractionIn
15968000	2005	2005	19590011	2009	RetractionIn
15965464	2005	2005	16222304	2005	RetractionIn
15965225	2005	2005	16484665	2006	RetractionIn
15961411	2005	2005	17470461	2007	PartialRetractionIn
15955294	2005	2005	16733874	2006	RetractionIn
15954208	2005	2004	19372116	2009	RetractionIn
15951848	2007	2005	18297775	2005	RetractionIn
15940106	2005	2005	16482658	2005	RetractionIn
15935697	2005	2005	17436439	2007	RetractionIn
15934020	2005	2005	17506073	2007	RetractionIn
15931363	2005	2004	18056030	2007	RetractionIn
15925922	2005	2005	16905903	2006	RetractionIn
15911779	2005	2005	20864630	2010	RetractionIn
15908671	2005	2005	20827809	2010	RetractionIn
15908339	2005	2005	16136721	2005	RetractionIn
15905366	2005	2005	16410485	2006	RetractionIn
15902754	2005	2005	20369407	2010	RetractionIn
15890884	2005	2005	17185584	2006	RetractionIn
15882421	2005	2005	18684246	2008	RetractionIn
15882146	2005	2005	17326266	2007	RetractionIn
15879701	2005	2005	20446345	2010	RetractionIn
15879152	2005	2005	18941260	2008	RetractionIn
15879012	2005	2005	17047133	2006	RetractionIn
15870476	2005	2005	17322212	2007	RetractionIn
15869364	2005		16300451	2005	RetractionIn
15867557	2005	2005	16003050	2005	RetractionIn
15866879	2005	2005	19785092	2009	RetractionIn
15852994	2005	2005	21540654	2011	RetractionIn
15852626	2005	2005	17682298	2006	RetractionIn
15849769	2005	2005	18615454	2008	RetractionIn
15849379	2005		19172772	2008	RetractionIn
15848514	2005	2005	18345594	2008	RetractionIn
15833829	2005	2005	20710046	2010	RetractionIn
15829920	2005	2005	20613846	2010	RetractionIn
15826142	2005	2005	16506792	2006	RetractionIn
15811683	2005	2005	18459183	2008	RetractionIn
15811177	2005	2005	15877819	2005	RetractionIn
15802129	2005	2005	18564440	2008	RetractionIn
15794062	2005		21180206	2010	RetractionIn
15784899	2005	2005	20847365	2010	RetractionIn
15782369	2005	2005	16948173	2006	RetractionIn
15778342	2005	2005	21289317	2011	RetractionIn
15778113	2005	2005	18061996	2007	RetractionIn
15774785	2005	2005	17158555	2006	RetractionIn
15764805	2005	2005	18320608	2008	RetractionIn
15763381	2005	2005	18496902	2008	RetractionIn
15759553	2005	2004	19472519	2009	RetractionIn
15759001	2005	2005	21368838	2011	RetractionIn
15757900	2005	2005	17380579	2007	RetractionIn
15750345	2005	2005	20446345	2010	RetractionIn
15750339	2005	2005	16511361	2006	RetractionIn
15750337	2005	2005	16511361	2006	RetractionIn
15742012	2005	2005	16208878	2005	RetractionIn
15741619	2005	2005	19339584	2009	RetractionIn
15740897	2005	2005	18496897	2008	RetractionIn
15730395	2005	2005	19058349	2008	RetractionIn
15728055	2005	2005	20357159	2010	RetractionIn
15714135	2005	2005	17003659	2006	RetractionIn
15703780	2005	2005	20389304	2010	PartialRetractionIn
15700263	2005	2005	20229574	2010	RetractionIn
15673561	2005	2005	18728245	2008	RetractionIn
15667336	2005	2005	19021584	2008	RetractionIn
15516912	2004	2004	15937474	2005	RetractionIn
15660873	2005	2004	18937768	2008	RetractionIn
15650163	2005	2005	21228250	2011	RetractionIn
15644350	2005	2004	19796251	2009	RetractionIn
15642590	2005	2005	19514104	2009	RetractionIn
15642372	2005	2005	16521304	2006	RetractionIn
15637280	2005	2005	16373558	2005	RetractionIn
15631872	2005		18825841	2008	RetractionIn
15622356	2004	2004	17907312	2006	RetractionIn
15616023	2004	2005	15983232	2005	RetractionIn
15608056	2004	2004	17724333	2007	RetractionIn
15604405	2004	2004	18403691	2008	RetractionIn
15604363	2005	2005	17962537	2007	RetractionIn
15590255	2004	2004	19475772	2009	RetractionIn
15583985	2004	2004	16456801	2006	RetractionIn
15575251	2004	2004	18827437	2008	RetractionIn
15571382	2004	2004	19731911	2009	RetractionIn
15569762	2004		17846225	2007	RetractionIn
15563976	2004	2004	16163795	2005	RetractionIn
15545995	2004	2004	16881139	2006	RetractionIn
15536186	2004	2004	16582451	2006	RetractionIn
15528874	2004		19893299	2009	RetractionIn
15522194	2004	2004	16767803	2005	RetractionIn
15521078	2005	2005	17209231	2006	RetractionIn
15518170	2004	2004	20500035	2009	RetractionIn
15516429	2004	2004	15738044	2005	RetractionIn
15510931	2004	2004	18567567	2008	RetractionIn
15509205	2004	2004	20482667	2010	RetractionIn
15501702	2004	2004	18782924	2008	RetractionIn
15499051	2004	2004	16969914	2006	RetractionIn
15495094	2004	2004	15736316	2004	RetractionIn
15493733	2004		18592679	2008	RetractionIn
15489860	2004	2004	15937475	2005	RetractionIn
15480894	2004	2004	20505972	2010	RetractionIn
15479077	2004	2004	16506793	2006	RetractionIn
15470063	2004	2004	19620320	2009	RetractionIn
15464509	2004	2004	21213615	2011	RetractionIn
15456561	2004	2004	19149983	2009	RetractionIn
15385341	2004	2004	21451080	2011	RetractionIn
15385115	2004	2004	15810154	2005	RetractionIn
15370385	2004	2004	18030635	2007	RetractionIn
15367259	2004	2004	20586955	2010	RetractionIn
15365812	2004	2004	15918217	2005	RetractionIn
15356169	2004	2004	20304835	2010	RetractionIn
15345658	2004	2004	19338574	2009	RetractionIn
15345558	2004	2004	18990783	2008	RetractionIn
15342645	2004	2004	18348354	2008	RetractionIn
15341509	2004	2005	18798367	2008	RetractionIn
15329587	2004	2004	20177373	2010	RetractionIn
15322593	2004	2004	19082250	2008	RetractionIn
15313930	2004	2004	15966130	2005	RetractionIn
15311210	2004	2004	16810259	2006	RetractionIn
15304519	2004	2004	20185771	2010	RetractionIn
15302444	2004	2004	18572427	2008	RetractionIn
15301984	2004	2004	18592666	2008	RetractionIn
15298725	2004	2004	15958062	2005	RetractionIn
15297874	2004	2004	17971824	2007	RetractionIn
15295367	2004	2004	17162772	2006	RetractionIn
15295347	2004	2004	15695968	2005	RetractionIn
15284244	2004	2004	21495271	2011	RetractionIn
15282297	2004	2004	16200688	2005	RetractionIn
15281492	2004	2004	21451079	2011	RetractionIn
15269168	2004	2004	16314492	2005	RetractionIn
15267089	2004	2004	15354845	2004	RetractionIn
15260988	2004	2004	16220614	2005	RetractionIn
15256569	2004	2004	19423630	2009	RetractionIn
15256470	2004	2004	21045150	2010	RetractionIn
15254533	2004	2004	16222302	2005	RetractionIn
15250046	2004	2004	15627319	2004	RetractionIn
15240891	2004	2004	18287002	2008	RetractionIn
15240731	2004	2004	20483793	2010	RetractionIn
15239366	2004	2004	16060010	2005	RetractionIn
15234210	2004	2004	15372728	2004	RetractionIn
15218149	2004	2004	18239106	2008	RetractionIn
15215246	2004	2004	21516612	2011	RetractionIn
15213307	2004	2004	16535772	2006	RetractionIn
15209896	2004	2004	15355508	2004	RetractionIn
15198948	2004	2004	19264925	2009	RetractionIn
15179047	2004	2004	16511361	2006	RetractionIn
15178751	2004	2004	15746408	2005	RetractionIn
15177893	2004	2004	15580694	2004	RetractionIn
15170272	2004	2004	17236955	2007	PartialRetractionIn
15165110	2004	2004	18481007	2008	RetractionIn
15163498	2004	2004	20238474	2010	RetractionIn
15158225	2004		17176532	2006	RetractionIn
15157037	2004	2004	19422087	2009	RetractionIn
15156501	2004	2004	15224696	2004	RetractionIn
15155873	2004	2004	17284584	2007	RetractionIn
15155382	2004	2004	18094391	2008	RetractionIn
15154073	2004	2004	15309238	2004	RetractionIn
15153858	2004	2004	16163818	2005	RetractionIn
15146069	2004	2004	15516371	2004	RetractionIn
15142861	2004	2004	21508336	2011	RetractionIn
15142171	2004	2004	20553466	2010	RetractionIn
15122252	2004	2004	16855608	2006	RetractionIn
15118164	2004	2004	15459367	2004	RetractionIn
15114096	2004	2004	15973193	2005	RetractionIn
15103161	2004	2004	15726764	2004	RetractionIn
15099190	2004	2004	20958266	2010	RetractionIn
15089793	2004	2004	16842490	2006	RetractionIn
15083493	2004	2004	16245294	2005	RetractionIn
15079086	2004	2004	15696627	2005	RetractionIn
15078940	2004	2004	21228249	2011	RetractionIn
15076954	2004	2004	15473063	2004	RetractionIn
15073372	2004	2004	18653862	2008	RetractionIn
15070790	2004	2004	17079770	2006	RetractionIn
15055895	2004	2004	21540661	2011	RetractionIn
15044043	2004	2004	15336941	2004	RetractionIn
15041987	2004	2004	15695968	2005	RetractionIn
15041010	2004	2004	17582840	2007	RetractionIn
15039926	2004	2004	16602096	2006	RetractionIn
15039353	2004	2004	18799811	2008	RetractionIn
15032629	2004	2004	20461862	2010	RetractionIn
15028690	2004	2004	15342609	2004	RetractionIn
15013361	2004	2004	15560003	2004	RetractionIn
15001474	2004	2004	18840730	2008	RetractionIn
14985765	2004	2004	21048767	2010	RetractionIn
14978625	2004	2004	16132475	2005	RetractionIn
14972677	2004	2004	17992736	2007	RetractionIn
14970332	2004	2004	17360700	2007	RetractionIn
14963337	2004	2004	16410485	2006	RetractionIn
14871855	2004	2004	16156091	2005	RetractionIn
14871577	2004	2004	15685781	2005	RetractionIn
14766451	2004	2004	17265573	2006	RetractionIn
14755060	2004	2004	15693149	2004	RetractionIn
14750616	2004	2003	16913071	2006	RetractionIn
14744033	2004	2003	20446345	2010	RetractionIn
14735849	2004	2003	15025028	2003	RetractionIn
14726590	2004	2004	19965450	2009	RetractionIn
14714201	2004	2003	18773530	2008	RetractionIn
14712780	2004	2003	15218874	2004	RetractionIn
14709792	2004	2003	15218884	2004	RetractionIn
20021100	2009	2004	20199169	2010	RetractionIn
14699092	2004	2004	20306576	2010	RetractionIn
14689513	2003		14994310	2004	RetractionIn
14679216	2004	2004	20954297	2010	RetractionIn
14673690	2003	2003	17607544	2007	RetractionIn
14672915	2004	2004	18695264	2008	RetractionIn
14664422	2003	2003	15672979	2004	RetractionIn
14645581	2003	2003	15709047	2005	RetractionIn
14645365	2003	2003	15959958	2005	RetractionIn
14642133	2003	2003	15844253	2005	RetractionIn
14622809	2003	2001	14622684	2003	RetractionIn
14620432	2003	2003	15117135	2004	RetractionIn
14608366	2003	2003	15122294	2004	RetractionIn
14600393	2003	2003	15088600	2004	RetractionIn
14587731	2003	2003	15559988	2004	RetractionIn
14578081	2003	2003	17095496	2006	RetractionIn
14572313	2004	2003	14723797	2004	RetractionIn
14530809	2003	2003	14689962	2003	RetractionIn
14517260	2003	2003	18185496	2008	RetractionIn
14512211	2003	2003	15526407	2004	RetractionIn
14510839	2003	2003	15683406	2005	RetractionIn
14500648	2003	2003	20660362	2010	RetractionIn
14499135	2003	2003	15508234	2004	RetractionIn
13679198	2003	2003	17457996	2007	RetractionIn
12974429	2003	2003	16189926	2004	RetractionIn
12968031	2003	2003	17939193	2007	PartialRetractionIn
12967786	2003		19565674	2009	RetractionIn
12959337	2003		19280442	2009	RetractionIn
12954032	2003		20008771	2009	RetractionIn
12944035	2003	2003	19020510	2008	RetractionIn
12943767	2003	2003	19330947	2009	RetractionIn
12935295	2004	2003	14723796	2004	RetractionIn
12919678	2003	2003	16724417	2006	RetractionIn
12919395	2003	2003	14636358	2003	RetractionIn
12895212	2003	2003	14687178	2004	RetractionIn
12893944	2003	2003	15044784	2004	RetractionIn
12883403	2003	2003	20177373	2010	RetractionIn
12869699	2003	2003	16210516	2005	RetractionIn
12845635	2003	2003	17029327	2006	RetractionIn
12843327	2003	2003	15520405	2004	RetractionIn
12833645	2003	2003	19649932	2009	RetractionIn
12823979	2003	2003	17580380	2007	RetractionIn
12822012	2003	2003	16967080	2006	RetractionIn
12819056	2003	2003	21177933	2011	RetractionIn
12813423	2003	2003	17623895	2007	RetractionIn
12808467	2003	2003	14603326	2003	RetractionIn
12804513	2003	2003	15137386	2004	RetractionIn
12801955	2003	2003	15082607	2004	RetractionIn
12797863	2003	2003	15657987	2004	RetractionIn
12796562	2003	2003	16476960	2006	PartialRetractionIn
12790626	2003		15801814	2005	RetractionIn
12774765	2003	2003	14988866	2004	RetractionIn
12773570	2003	2003	16782904	2006	RetractionIn
12768027	2003	2003	17005709	2006	RetractionIn
12761696	2003	2003	12934587	2003	RetractionIn
12759451	2003	2003	20304834	2010	RetractionIn
12757708	2003	2003	15599984	2004	RetractionIn
12757644	2003	2003	15309810	2004	RetractionIn
12751431	2003	2003	19125381	2009	RetractionIn
12747975	2003	2003	17457993	2007	RetractionIn
12738814	2003	2003	19720626	2009	RetractionIn
12734349	2003	2003	21289316	2011	RetractionIn
12708958	2003	2003	14742821	2004	RetractionIn
12700012	2003		14651063	2003	RetractionIn
12696935	2003	2003	19807167	2009	RetractionIn
12696621	2003	2003	15009622	2004	RetractionIn
12680748	2003	2003	15260900	2004	RetractionIn
12687010	2003	2003	15759010	2005	RetractionIn
12683472	2003	2003	19415890	2009	RetractionIn
12679039	2003	2003	15478275	2004	RetractionIn
12672770	2003	2003	15914742	2005	RetractionIn
12670382	2003	2003	21410508	2011	RetractionIn
12658805	2003	2002	14631941	2003	RetractionIn
12652309	2003	2003	17401390	2007	RetractionIn
12652308	2003	2003	17401390	2007	RetractionIn
12650488	2003	2003	20220359	2010	RetractionIn
12643269	2003	2003	14649221	2003	RetractionIn
12642615	2003	2003	15557126	2004	RetractionIn
12626456	2003	2003	20357076	2010	RetractionIn
12619192	2003	2003	18159609	2007	RetractionIn
12618524	2003	2003	14617761	2003	RetractionIn
12615337	2003	2003	12850266	2003	RetractionIn
12612585	2003	2003	19710717	2009	RetractionIn
12596084	2003	2003	14745671	2003	RetractionIn
12585428	2003	2003	14725315	2003	RetractionIn
12574348	2003	2003	20483792	2010	RetractionIn
12570065	2003	2002	17457992	2007	RetractionIn
12560494	2003	2003	16670428	2006	RetractionIn
12554767	2003	2003	15277603	2004	RetractionIn
12547818	2003	2003	14645037	2003	RetractionIn
12538722	2003	2003	16422027	2005	RetractionIn
12531578	2003	2003	19819378	2009	RetractionIn
12521812	2005	2001	20144002	2010	RetractionIn
12520731	2003	2002	14628756	2003	RetractionIn
12517745	2003	2003	17939192	2007	PartialRetractionIn
12496384	2002	2003	19155527	2009	RetractionIn
12466290	2002	2002	15378833	2004	PartialRetractionIn
12454141	2002	2002	16517936	2006	RetractionIn
12446324	2002	2002	19796251	2009	RetractionIn
12446318	2002	2002	21218548	2010	RetractionIn
12446313	2002	2002	19796251	2009	RetractionIn
12438431	2002	2002	20368577	2010	RetractionIn
12438421	2002	2002	17074927	2006	RetractionIn
12426956	2002	2002	15171212	2004	RetractionIn
12424250	2003	2003	21516630	2011	RetractionIn
12417916	2002	2002	12643272	2003	RetractionIn
12417695	2002	2002	15004271	2004	RetractionIn
12415108	2002	2002	19666546	2009	RetractionIn
12409020	2002	2002	20109595	2010	RetractionIn
12408870	2002	2002	15025097	2004	RetractionIn
12407422	2002	2002	16708074	2006	RetractionIn
12403353	2002	2002	18340653	2008	RetractionIn
12398910	2002	2002	15063148	2004	RetractionIn
12397190	2002	2002	12578956	2003	RetractionIn
12390292	2002	2002	15479177	2004	RetractionIn
12388152	2002	2003	19625678	2009	RetractionIn
12381855	2002	2002	15452953	2003	RetractionIn
12370398	2002	2002	20304833	2010	RetractionIn
12358731	2002	2002	15935080	2005	RetractionIn
12352599	2002	2002	18767255	2008	RetractionIn
12351788	2002	2002	12970544	2003	RetractionIn
12351674	2002	2002	14739439	2004	RetractionIn
12297011	2002	2002	12476908	2002	RetractionIn
12230798	2002	2002	17181911	2006	RetractionIn
12221164	2002	2002	15699410	2005	RetractionIn
12208654	2002	2002	20839386	2010	RetractionIn
12200953	2002	2002	21540660	2011	RetractionIn
12198783	2002	1999	11848611	2001	RetractionIn
12198542	2002	2002	12610631	2003	RetractionIn
12196476	2002	2002	16936220	2006	RetractionIn
12193301	2002	2002	16487023	2006	RetractionIn
12190834	2002	2002	16232191	2005	RetractionIn
12174481	2002	2002	20535876	2010	RetractionIn
12169113	2002	2002	19250442	2009	RetractionIn
12167854	2002	2002	16572179	2006	RetractionIn
12163343	2002	2002	12622114	2003	RetractionIn
12145071	2002	2002	19299812	2009	RetractionIn
12141316	2002	2002	19153382	2009	PartialRetractionIn
12117884	2002	2002	17171815	2006	RetractionIn
12115185	2002	2002	16948131	2006	RetractionIn
12100113	2002		16363099	2005	RetractionIn
12091196	2002	2002	16929574	2006	RetractionIn
12082178	2002	2002	20534577	2010	RetractionIn
12077412	2002	2002	17690274	2007	PartialRetractionIn
12054760	2002	2002	12589830	2003	RetractionIn
12048910	2002	2002	12664878	2003	RetractionIn
12032625	2002	2002	12555745	2002	RetractionIn
12024037	2002	2002	19474393	2009	RetractionIn
12018858	2002	2002	20446345	2010	RetractionIn
12018841	2002	2002	20446345	2010	RetractionIn
12006295	2002	2002	15043050	2004	RetractionIn
11996351	2002	2002	17315305	2007	RetractionIn
11981149	2002	2002	21378551	2011	RetractionIn
11978815	2002	2002	15201338	2004	RetractionIn
11975760	2002	2002	21391334	2011	RetractionIn
11970950	2002	2002	20617570	2010	RetractionIn
11964387	2002	2002	16819465	2006	RetractionIn
11952142	2002	2002	18788936	2008	RetractionIn
11950966	2002	2002	19797431	2009	RetractionIn
11923844	2002	2002	16964231	2006	RetractionIn
11854211	2002	2002	12894765	2003	RetractionIn
11847107	2002	2002	12411512	2002	RetractionIn
11836639	2002	2002	12389582	2002	RetractionIn
11834606	2002	2002	19338575	2009	RetractionIn
11833624	2002	2001	15143841	2004	RetractionIn
11821158	2002	2002	19160471	2008	RetractionIn
11805921	2002	2002	20117681	2010	RetractionIn
11802188	2002	2001	19086102	2008	RetractionIn
11782260	2002	2001	18759935	2008	RetractionIn
11757442	2001	2001	16967079	2006	RetractionIn
11719801	2001	2001	12621438	2003	RetractionIn
11718967	2001	2001	12365402	2002	RetractionIn
