pmid	yearCreated	yearPublished	pmidRetraction	yearRetracted	retractionType
7023740	1981	1981	6357534	1983	RetractionIn
6270222	1981	1981	6384395	1984	RetractionIn
6264596	1981	1981	6765631	1981	RetractionIn
7019244	1981	1981	6765636	1982	RetractionIn
6171369	1982	1981	3882286	1985	RetractionIn
7212082	1981	1981	6101122	1983	RetractionIn
6782124	1981	1981	6400360	1984	RetractionIn
7007439	1981	1981	3914486	1985	RetractionIn
6257420	1981	1981	3899403	1985	RetractionIn
7003386	1981	1981	6341848	1983	RetractionIn
7002363	1981	1981	6751590	1982	RetractionIn
6765635	1989	1981	3079527	1988	RetractionIn
7435390	1981	1980	7124650	1982	RetractionIn
6999032	1980	1980	6400360	1984	RetractionIn
6998272	1980	1980	6400542	1983	RetractionIn
6998271	1980	1980	6400477	1983	RetractionIn
6254434	1981	1980	7023353	1981	RetractionIn
6992676	1980	1980	6349461	1983	RetractionIn
7406867	1980	1980	16047404	2005	RetractionIn
6987255	1980	1980	6106651	1980	RetractionIn
6444674	1980	1980	7932905	1994	RetractionIn
6986303	1980	1980	7002681	1980	RetractionIn
6243667	1980	1980	6106651	1980	RetractionIn
6985768	1980	1980	6765470	1980	RetractionIn
160560	1980	1979	3883350	1985	RetractionIn
376552	1979	1979	7002682	1980	RetractionIn
221532	1979	1979	3914485	1985	RetractionIn
370596	1979	1979	6341849	1983	RetractionIn
396398	1980	1979	6765630	1980	RetractionIn
367632	1979	1979		1984	RetractionIn
217854	1979	1979	3902780	1985	RetractionIn
363007	1979	1978	6349461	1983	RetractionIn
360062	1978	1978	6999347	1980	RetractionIn
213200	1979	1978	3899403	1985	RetractionIn
400712	1983	1978	6106651	1980	RetractionIn
350903	1978	1978	7002682	1980	RetractionIn
307018	1978	1978	8089505	1994	RetractionIn
205799	1978	1978	7002682	1980	RetractionIn
205552	1978	1978	7002682	1980	RetractionIn
326810	1977	1977	7002682	1980	RetractionIn
183981	1976	1976	400964	1977	RetractionIn
785270	1976	1976	400964	1977	RetractionIn
778343	1976	1976	400955	1977	RetractionIn
178540	1976	1975	400964	1977	RetractionIn
166323	1975	1975	400964	1977	RetractionIn
173287	1976	1975	195582	1977	RetractionIn
993	1976	1975	195582	1977	RetractionIn
239707	1975	1975	195582	1977	RetractionIn
4620957	1989	1973	195582	1977	RetractionIn
21341971	2011	2011	21526888	2011	RetractionIn
20464617	2010	2010	21538125	2011	RetractionIn
20414968	2010	2010	20931702	2010	RetractionIn
