pmid	yearPublished	monthPublished	pmidRetraction	yearRetracted	monthRetracted	retractionType
15608056	2004	Dec	17724333	2007	Sep	RetractionIn
15616023	2005	Jan	15983232	2005	Jul	RetractionIn
15622356	2004	Dec	17907312	2006	Feb	RetractionIn
15631872			18825841	2008	Oct	RetractionIn
15637280	2005	Jan	16373558	2005	Dec	RetractionIn
15642372	2005	Jan	16521304	2006	Feb	RetractionIn
15642590	2005	Jan	19514104	2009	Jun	RetractionIn
15644350	2004	Nov	19796251	2009	Sep	RetractionIn
15650163	2005	Feb	21228250	2011	Feb	RetractionIn
15660873	2004	Dec	18937768	2008	Aug	RetractionIn
15667336	2005	Feb	19021584	2008	Dec	RetractionIn
15673561	2005	Feb	18728245	2008	Sep	RetractionIn
1569576	1992	Apr	9190378	1997	May	RetractionIn
15700263	2005	Apr	20229574	2010	May	RetractionIn
15703780	2005	Apr	20389304	2010	Apr	PartialRetractionIn
15714135	2005	Mar	17003659	2006	Oct	RetractionIn
15728055	2005	Mar	20357159	2010	Apr	RetractionIn
15730395	2005	Mar	19058349	2008	Dec	RetractionIn
15740897	2005	Mar	18496897	2008	Apr	RetractionIn
15741619	2005	Mar	19339584	2009	Apr	RetractionIn
15742012	2005	Feb	16208878	2005	Aug	RetractionIn
15750337	2005	Feb	16511361	2006	Feb	RetractionIn
15750339	2005	Feb	16511361	2006	Feb	RetractionIn
15750345	2005	Feb	20446345	2010	Apr	RetractionIn
15757900	2005	May	17380579	2007	Feb	RetractionIn
15759001	2005	Mar	21368838	2011	Mar	RetractionIn
15759553	2004		19472519			RetractionIn
15763381	2005	Apr	18496902	2008	Apr	RetractionIn
15764805	2005	Apr	18320608	2008	Mar	RetractionIn
15774785	2005	Mar	17158555	2006	Dec	RetractionIn
15778113	2005	Apr	18061996	2007	Oct	RetractionIn
15778342	2005	Apr	21289317	2011	Feb	RetractionIn
15782369	2005	Apr	16948173	2006	Sep	RetractionIn
15784899	2005	Apr	20847365	2010	Oct	RetractionIn
15794062			21180206			RetractionIn
15802129	2005	May	18564440	2008	Aug	RetractionIn
15811177	2005	Apr	15877819	2005	May	RetractionIn
15811683	2005	Apr	18459183	2008	Apr	RetractionIn
15826142	2005	Apr	16506792	2006	Mar	RetractionIn
15829920	2005	May	20613846	2010	Jul	RetractionIn
15833829	2005	Apr	20710046	2010	Aug	RetractionIn
15848514	2005	Mar	18345594			RetractionIn
15849379			19172772			RetractionIn
15849769	2005	May	18615454	2008	Aug	RetractionIn
15852626	2005	Apr	17682298	2006	Nov	RetractionIn
15852994	2005	Mar	21540654	2011	Jun	RetractionIn
15866879	2005	Jul	19785092	2009	Jul	RetractionIn
15867557	2005	May	16003050	2005	Jul	RetractionIn
15869364			16300451			RetractionIn
15870476	2005	May	17322212	2007	Mar	RetractionIn
15879012	2005	Sep	17047133	2006	Nov	RetractionIn
15879152	2005	May	18941260	2008	Nov	RetractionIn
15879701	2005	Apr	20446345	2010	Apr	RetractionIn
15882146	2005	Sep	17326266	2007	Mar	RetractionIn
15882421	2005	Jun	18684246	2008	Aug	RetractionIn
1588795	1992	Apr	8207972	1994	Jun	RetractionIn
15890884	2005	May	17185584	2006	Dec	RetractionIn
15902754	2005	Mar	20369407	2010	Apr	RetractionIn
15905366	2005	Jun	16410485	2006	Jan	RetractionIn
15908339	2005	May	16136721	2005	Aug	RetractionIn
15908671	2005	May	20827809	2010	Sep	RetractionIn
15911779	2005	May	20864630	2010	Oct	RetractionIn
15925922	2005		16905903	2006		RetractionIn
15931363	2004	Nov	18056030	2007	Oct	RetractionIn
15934020	2005	Mar	17506073	2007	Jun	RetractionIn
15935697	2005	Aug	17436439	2007	Apr	RetractionIn
15940106	2005	Jun	16482658	2005	Jun	RetractionIn
15951848	2005		18297775	2005		RetractionIn
15954208	2004		19372116	2009	May	RetractionIn
15955294	2005	May	16733874	2006	May	RetractionIn
15961411	2005	Aug	17470461	2007	Apr	PartialRetractionIn
15965225	2005	Jul	16484665	2006	Mar	RetractionIn
15968000	2005	Jun	19590011	2009	Jul	RetractionIn
15968290	2005	Aug	19513083	2009	Jun	RetractionIn
15981993	2005	Jul	17567051	2007	Jul	RetractionIn
15987643	2005	Nov	17176513	2006	Nov	RetractionIn
15988546			17982441			RetractionIn
15988809	2005	Jun	16642565	2006	Apr	RetractionIn
15994234	2005	Jul	20622156	2010	Aug	RetractionIn
15994554	2005	Jul	19390025	2009	Apr	RetractionIn
16002281	2005	May	18688952	2008	Jun	RetractionIn
16009522	2005	Oct	18496898	2008	Apr	RetractionIn
16026327	2005	Nov	19160568	2009	Feb	RetractionIn
1603334	1992		8008220	1994	Apr	RetractionIn
16033828	2005	Jul	19390114	2009	May	RetractionIn
16040081	2006	Feb	18584777	2008	May	RetractionIn
16045557	2005	Jul	17010023	2006	Oct	RetractionIn
16054423	2005	Oct	16892492	2006	Jul	RetractionIn
160560	1979	Dec	3883350	1985	Feb	RetractionIn
16076637	2005	Oct	19662582	2009		RetractionIn
16077385	2005	Aug	17726800	2007	Sep	RetractionIn
16080255	2003	Oct	15738363	2005	Mar	RetractionIn
16094364	2005	Aug	16222303	2005	Oct	RetractionIn
16099949	2005	Sep	17446370	2007	Apr	RetractionIn
16110016	2005	Aug	16829659	2006	Jul	RetractionIn
16116011	2005	Sep	21451068	2011	May	RetractionIn
16135352			16857559			RetractionIn
16138565	2005	Apr	19417759	2009	May	RetractionIn
16146159	2005	Aug	16528862	2006	Feb	RetractionIn
16151024	2005	Oct	20538690	2010	Jun	RetractionIn
16162900	2005	Oct	19525407	2009	Jul	RetractionIn
16166739	2005	Dec	18695263	2008	Sep	RetractionIn
16174581	2005	Sep	17366688	2007	Feb	RetractionIn
16178425	2005	Aug	17121191	2006	Oct	RetractionIn
16187321	2006	Jan	18792961	2008	Oct	RetractionIn
16192764	2005	Oct	20177373	2010	Apr	RetractionIn
16192765	2005	Oct	20177373	2010	Apr	RetractionIn
16200333	2005	Sep	19784532	2009	Sep	RetractionIn
16202228	2005	Sep	16355499	2005	Nov	RetractionIn
16203862	2005	Dec	19685570	2009	Aug	RetractionIn
16204194	2005	Oct	16882864	2006	Aug	RetractionIn
16207520	2006	Mar	18496903	2008	Apr	RetractionIn
16217005	2005	Oct	16983065	2006	Sep	RetractionIn
16221992	2006	Feb	16625002	2006	Sep	RetractionIn
16224166	2005	Oct	17179705	2006	Dec	RetractionIn
16226613			16458751	2006	Feb	RetractionIn
16227584	2005	Nov	21350113	2011	Mar	RetractionIn
16230623	2005	Oct	20622151	2010	Aug	RetractionIn
16230795	2005	Sep	17514840			RetractionIn
16235460	2005	Sep	18254204	2007	Dec	RetractionIn
16236435	2006	Aug	19160569	2009	Jan	RetractionIn
16239928	2006	Jan	17972903	2007	Nov	RetractionIn
16243185	2005	Nov	17236955	2007	Feb	PartialRetractionIn
16249842	2005		19639447	2009		RetractionIn
16254035	2006	Feb	18493028	2008	Jun	RetractionIn
16256075	2005	Nov	17288013	2007	Jan	RetractionIn
16263821	2006	Jan	16775851	2006	Jun	RetractionIn
16270447	2005		20027706	2009		RetractionIn
16286019	2005	Nov	16767838	2006	May	RetractionIn
16286305	2006	Jan	19662582	2009		RetractionIn
16286306	2006	Jan	19173128	2009		RetractionIn
16291386	2005	Nov	17214047	2006	Dec	RetractionIn
16299507	2005	Dec	17013410	2006	Oct	RetractionIn
16306613	2005	Dec	16873288	2006	Aug	RetractionIn
16308569	2005	Dec	21285977	2011	Feb	RetractionIn
16319506	2006		16683328	2006		RetractionIn
16322903	2006	Apr	20177719	2010	May	RetractionIn
16327213	2005	Dec	17652912	2007	Jul	RetractionIn
16339543	2005	Dec	16849517	2006	Aug	RetractionIn
16342351	2005	Dec	18581620	2008	Jun	RetractionIn
16354850	2005	Dec	18842931	2008	Oct	RetractionIn
16355390	2006	Apr	17614339	2007	Jul	RetractionIn
16357560	2006	Jan	16721138	2006	Jul	RetractionIn
16362798	2005	Dec	20931257	2010	Dec	RetractionIn
16363482	2005	Sep	16770067	2006	May	RetractionIn
16368125	2006	Mar	18041113	2007	Nov	RetractionIn
16373256	2005	Nov	18365839	2008	Apr	RetractionIn
16373573	2005	Dec	17185584	2006	Dec	RetractionIn
16387853	2006	Jan	16505348	2006	Mar	RetractionIn
16390818	2005	Dec	18951275	2008	Nov	RetractionIn
16394597	2005	Nov	19506343	2009	May	RetractionIn
16399311	2006	Jan	16736557	2006	Jun	RetractionIn
16399846	2006	Jan	17596640	2007	Jul	RetractionIn
16406483	2006	Aug	18770890	2008	Aug	RetractionIn
16410328	2006	May	16997941	2006	Oct	RetractionIn
16412036	2006		17054588	2006		RetractionIn
16413539	2006	Feb	16773740	2006	May	RetractionIn
16413606	2006	Jan	17387784	2007	Feb	RetractionIn
16418018			19288610			RetractionIn
16421562	2006	Jan	19079059	2008	Dec	RetractionIn
16424224	2006	Feb	18941259	2008	Nov	RetractionIn
16424524	2006	Feb	21534264	2011	Apr	RetractionIn
16428532	2006	Feb	21451073	2011	May	RetractionIn
16428550	2006	Feb	19299812	2009	Apr	RetractionIn
16432154	2006	Jan	17159131	2006	Dec	RetractionIn
16455819	2006	May	18398955	2008	Mar	RetractionIn
16459994	2006		16886289	2006		RetractionIn
16462106	2005	Dec	17551250	2007	Mar	RetractionIn
16465358	2005	Dec	20222207	2009	Nov	RetractionIn
16466641	2006	Jan	20632472	2010	Apr	RetractionIn
16467142	2006	Feb	17132733	2006	Dec	RetractionIn
16467873	2006	Jan	16915293	2006	Aug	RetractionIn
16468883	2006	Feb	16942385	2006	Aug	PartialRetractionIn
16474136	2006	Mar	17005709	2006	Oct	RetractionIn
16478645	2006	Apr	17048343	2006	Oct	RetractionIn
16478859	2006	Feb	18938645	2008	Oct	RetractionIn
16484209	2006	Mar	16621841	2006	May	RetractionIn
16484492	2006	Feb	17656701	2007	Jul	RetractionIn
16487061	2006		21166650			RetractionIn
1648830	1991	Jun	8540114	1995	Dec	RetractionIn
16489497	2006	Feb	17691123	2007	May	RetractionIn
16489820	2006	Feb	17915904	2007	Oct	RetractionIn
16502480	2006	Feb	21488204	2011	May	RetractionIn
16504726			19585698	2009	Jun	RetractionIn
16507902	2006	Mar	17982135	2007	Nov	RetractionIn
16508386	2006	Mar	19218855	2009	Mar	RetractionIn
16508680	2005	Jun	17671539	2006	Sep	RetractionIn
16519442	2006	Mar	17107036	2006	Nov	RetractionIn
16520554	2006	Feb	16981308	2006	Aug	RetractionIn
16527309	2006	Apr	18286714	2008	Mar	RetractionIn
16527983	2006	Mar	20929829	2010	Sep	RetractionIn
16542160	2006	Apr	19034988	2008	Sep	RetractionIn
1654331	1991	Sep	1460058	1992	Dec	RetractionIn
16543683	2006	Feb	17354293	2006	Dec	RetractionIn
16544577	2006	Feb	17410676	2007	Feb	RetractionIn
16550265	2006	Mar	17600961			RetractionIn
1655255	1991	Oct	1617655	1992	Jul	RetractionIn
16555436	2005	Dec	16739302	2006	Feb	RetractionIn
1655662	1991	Oct	1563839	1992	Apr	RetractionIn
16565882	2006	Mar	19347663	2009	May	RetractionIn
16584637	2006	Mar	20632472	2010	Apr	RetractionIn
16594919	2006	Apr	19335803	2009	Apr	RetractionIn
16597423			16824453			RetractionIn
16603085	2006		21210996	2011		RetractionIn
1660466	1991	Dec	1478933	1992	Dec	RetractionIn
16617846	2005		17708013	2007		RetractionIn
16618605	2006	Apr	18504811	2008	May	RetractionIn
16626211	2006	Apr	16863336	2006	Jul	RetractionIn
16630125	2006	Apr	21265953	2011	Feb	RetractionIn
166323	1975	Jul	400964	1977	Feb	RetractionIn
16641293	2006	May	17496231	2007	Jun	RetractionIn
16641989	2006	Apr	17066038	2006	Oct	RetractionIn
16644507	2006	Apr	18334470	2008	Jan	RetractionIn
16649305	2005	Jun	16635876	2006	Feb	RetractionIn
16686385			17181116			RetractionIn
16687409	2006	Jul	18210667	2008	Jan	RetractionIn
16688891	2006	Apr	20369409	2010	Apr	RetractionIn
16689510			17175730			RetractionIn
1669382	1991	Jun	11440025	2001	Feb	RetractionIn
16712650	2006	Jun	17504515	2007	Jun	RetractionIn
16714283	2006	Jul	18499917	2008	Apr	RetractionIn
16719806	2006		17549846	2007		RetractionIn
16725387	2006	Sep	18441551	2008	Mar	RetractionIn
16732280	2006	Jun	16960577	2006	Sep	RetractionIn
16734562	2006	Jun	17115904	2006	Nov	RetractionIn
16738545	2006	Jul	18235505	2008	Jan	RetractionIn
16756753	2006	May	20632472	2010	Apr	RetractionIn
16764598	2006	Jun	17163875	2006	Dec	RetractionIn
16764619	2006	Jun	20178557	2010	Feb	RetractionIn
1676522	1991	Feb	8920253	1996	Mar	RetractionIn
16765339	2007	Jun	19124093	2009	Jan	RetractionIn
16767085	2006	Jul	18560433	2008	Jul	RetractionIn
16770538	2006	Jun	18773512	2008	Sep	RetractionIn
16775809	2006	Aug	17506072	2007	Jun	RetractionIn
16781144	2007	Mar	19953724	2009	Dec	RetractionIn
16782650	2006	May	18058373			RetractionIn
16782903	2006	Jul	19474393	2009	Jun	RetractionIn
1678482	1991	Aug	1349988	1992	May	RetractionIn
16790618	2006	Jul	19448229	2009	Jun	RetractionIn
16790652	2006	Jul	21451071	2011	May	RetractionIn
16803864	2006	Nov	18757780	2008	Sep	RetractionIn
16807784	2006	Jul	18595196	2008	Jan	RetractionIn
16809859	2006	Jun	18754157	2008	Jun	RetractionIn
16809909	2006		17193703	2006		RetractionIn
16824631	2007	Mar	18158190	2008	Apr	RetractionIn
16838032	2006	Dec	17507992	2007	Jun	RetractionIn
16840747	2006	Oct	21288870	2011	Feb	RetractionIn
16842743	2006	Sep	17068855	2006	Nov	RetractionIn
16847342	2006	Aug	18772271	2008	Sep	RetractionIn
16862580	2006	Aug	19399884	2009	Apr	PartialRetractionIn
16872742	2007	Feb	18461699	2008	Apr	RetractionIn
16873043			17867222			RetractionIn
16874686			17918151			RetractionIn
16882552	2006	Jun	18951275	2008	Nov	RetractionIn
16885199	2007	Jan	17984118	2007	Nov	RetractionIn
16890687	2006	Sep	17139780	2006	Dec	PartialRetractionIn
1689484	1990	Feb	1876607	1991	Aug	RetractionIn
16898225	2006		18360952	2008		RetractionIn
16899252	2006	Nov	17874477	2007	Oct	RetractionIn
16899777	2006	Aug	21366430	2011	Mar	RetractionIn
16906766	2006	Aug	17567051	2007	Jul	RetractionIn
16912408	2006		19252230	2009		RetractionIn
16912754	2006	Sep	17760229	2007	Jul	RetractionIn
16913865	2006	Sep	17081259	2006	Dec	RetractionIn
16917797	2006	Oct	17103479	2006	Nov	RetractionIn
16920823	2006	Nov	21228251	2011	Feb	RetractionIn
16929120	2006		19086151	2008		RetractionIn
16930383	2006	Sep	20059626	2009	Dec	RetractionIn
16930675	2006	Dec	20824938	2010	Sep	RetractionIn
16934686	2006	Jul	17933032	2007	Jul	RetractionIn
16938870	2006	Sep	19106305	2008	Dec	RetractionIn
16945319	2006	Oct	18543410	2008	Jul	RetractionIn
16951566	2006	Aug	20683357	2010	Sep	RetractionIn
16956206	2006	Sep	18001006	2007	Nov	RetractionIn
1696395	1990	Aug	2024115	1991	May	RetractionIn
16968898	2007	Jan	18299452	2008	Mar	RetractionIn
16973722	2006	Dec	19469050	2009	Jun	RetractionIn
16973744	2006	Sep	17360701	2007	Feb	RetractionIn
16974114	2006	Sep	18063880	2007	Dec	RetractionIn
17000298	2006	Oct	17726799	2007	Sep	RetractionIn
1701215	1990	Dec	8371720	1993	Sep	RetractionIn
17021747	2007	Mar	18193493	2007	Dec	RetractionIn
17030610	2006	Dec	19279189	2009	Apr	RetractionIn
17041727	2006	Oct	17717854	2007	Jun	RetractionIn
17042945	2006		17092331	2006		RetractionIn
17043678	2007		18049464	2007		RetractionIn
17047255	2006	Nov	19474393	2009	Jun	RetractionIn
17051805	2006	Oct	18589485	2008	May	RetractionIn
17051976			18935696			RetractionIn
17055433	2006	Oct	17218266	2007	Jan	RetractionIn
17056245	2006	Dec	19569261	2009	Aug	RetractionIn
17056530	2006	Nov	21209288	2011	Jan	RetractionIn
17056923	2006	Nov	17650565	2007	Aug	RetractionIn
17056968	2006	Nov	19299812	2009	Apr	RetractionIn
17057710	2006	Nov	21217686	2011	Jan	RetractionIn
17061163	2006	Nov	18232077	2007	Nov	RetractionIn
17062230	2006	Nov	17650547	2007	Aug	RetractionIn
1707631	1990	Dec	1930642	1991	Apr	RetractionIn
17077952			19582503	2009	Jul	RetractionIn
17078553	2006		18581657	2008		RetractionIn
17080405			17345565			RetractionIn
17086017	2006	Nov	18780483	2008	Aug	RetractionIn
17087575	2006	Nov	18999359	2008	Nov	RetractionIn
17091754	2006	Sep	18661677	2008	Apr	RetractionIn
17097229	2007	Jun	18543408	2008	May	RetractionIn
1709882	1991	May	9687233	1998	Jun	RetractionIn
17106890	2007	Jul	19301286	2009	May	RetractionIn
17110022	2007	Jun	18456906	2008	May	RetractionIn
17113017	2007	Jul	18709725	2008	Jul	RetractionIn
17114063	2006		17234576	2007		RetractionIn
17118505	2007	Jan	18062082	2007	Nov	RetractionIn
17123772	2007	Feb	19266630	2009	Apr	RetractionIn
17123960	2007	Jan	17915350	2007	Sep	PartialRetractionIn
17127664	2006	Oct	19662582	2009		RetractionIn
17133340	2006	Dec	17471609	2007	May	RetractionIn
17135357	2007	Jan	17905730	2007	Oct	RetractionIn
17135436	2007	Mar	17615274	2007	Jul	RetractionIn
17135667	2006	Dec	19291899	2009	Mar	RetractionIn
17141333	2007	Feb	18041111	2007	Nov	RetractionIn
17146721	2007	Jan	17729429	2007	Jun	RetractionIn
17147054			18935697			RetractionIn
17153136	2006	Sep	18198529	2007	Dec	RetractionIn
17154781	2006	Dec	18823211	2008	Oct	RetractionIn
17155403	2006	Oct	17952894	2007	Aug	RetractionIn
17164266	2007	Jan	17895373	2007	Nov	RetractionIn
17177150	2006	Aug	19816840	2008	Aug	RetractionIn
17184598	2006		18727213	2008		RetractionIn
17188809	2007	Jul	18508008	2008	Jun	RetractionIn
17190127			19469057			RetractionIn
17194752	2007	Mar	20194629	2010	Mar	RetractionIn
17196679	2007	Mar	18340665	2008	Feb	RetractionIn
17197205	2007	Mar	18714442	2008	Sep	RetractionIn
17199437	2006	Dec	17316127	2007	Feb	RetractionIn
17207088	2006	Dec	19594496	2009	Jul	RetractionIn
17208372	2007	Jul	18584810	2008	Jun	RetractionIn
17215525	2007	Jan	17347468	2007	Mar	RetractionIn
17215543	2007	Jan	18687655	2008	Aug	RetractionIn
17222507	2007	Jul	18642438	2008	Jul	RetractionIn
17223697	2007	Jan	17935358	2007	Nov	RetractionIn
17227430	2007	Jan	18665945	2008	Aug	RetractionIn
17229471	2007	Feb	18705032	2008	Jun	RetractionIn
17237576	2006	Jun	19209403	2008	Dec	RetractionIn
17238449	2006		18297753	2006		RetractionIn
17238568	2006		18297754	2006		RetractionIn
17241506	2007	Jun	21540655	2011	Jun	RetractionIn
17242103	2007	Feb	21451072	2011	May	RetractionIn
17251387	2007	Mar	18309008	2008	Mar	RetractionIn
17251541	2007	Jan	17409337	2007	Apr	RetractionIn
17254774	2007	Mar	18345556	2008	Jan	RetractionIn
17258353	2007	Jun	19172758	2008	Dec	RetractionIn
17265502	2007	Feb	18759266	2008	Sep	RetractionIn
17266746	2007		18694478	2008		RetractionIn
1727479	1992	Jan	8411398	1993	Nov	RetractionIn
17280832	2007	Apr	19434916	2009	Feb	RetractionIn
17284571	2007	Jun	18188874	2007	Dec	RetractionIn
17289674	2007	Apr	18810786	2008	Sep	RetractionIn
17301435	2005	Sep	18357658	2007	Dec	RetractionIn
17301810	2007	May	20703210	2010	Aug	RetractionIn
17312943	2006	Aug	18163244	2007	Oct	RetractionIn
17316981	2007	Aug	18630349	2008	Aug	RetractionIn
17327231	2007	May	21413165			RetractionIn
173287	1975	Jun	195582	1977	Apr	RetractionIn
17332213	2007	Mar	17766554	2007	Sep	RetractionIn
17339455	2007	Mar	20483795	2010	Jun	RetractionIn
17339748	2007	Apr	19706993	2009		RetractionIn
17340661	2007	Apr	21157791	2010	Dec	RetractionIn
17351230	2007	Mar	17452723	2007	May	RetractionIn
17353833			17876935			RetractionIn
17355335	2007	Apr	17614998	2007	Aug	RetractionIn
17363243	2008	Mar	18668728	2008	Oct	RetractionIn
17365020	2007		19860595	2009		RetractionIn
17367204	2007	Mar	17658946	2007	Jul	RetractionIn
17369374	2007	Apr	18320608	2008	Mar	RetractionIn
17373355	2006	Mar	18340965	2007	Jun	RetractionIn
17374986	2007	Apr	19901515	2009	Sep	PartialRetractionIn
17381062			19319708			RetractionIn
17383328	2007	Apr	17650548	2007	Aug	RetractionIn
17384515	2007		18431861	2008		RetractionIn
17392961	2007	Feb	18265472	2008	Jan	RetractionIn
17393100	2007	Feb	18481007	2008	Apr	RetractionIn
17393178	2007	Apr	21107587	2011	Jan	RetractionIn
17395477	2007	Jan	21667570	2008	Jun	RetractionIn
17406346	2007	Jun	20859262	2010	Dec	RetractionIn
17406964	2007		19707850	2010	Jan	RetractionIn
17416190	2007	Mar	18065108	2007	Nov	RetractionIn
1742073	1991	Oct	1457188	1992	Oct	RetractionIn
17431619	2008	Aug	19513713	2009	Oct	RetractionIn
17433423	2007	Jun	19062393	2008	Dec	RetractionIn
17437420	2007	May	19058349	2008	Dec	RetractionIn
17442973	2007	May	18941258	2008	Nov	RetractionIn
17445990	2007	Jun	19496236	2009	Jun	RetractionIn
17450507	2007	Aug	19391124	2009	May	RetractionIn
17454209	2007	Mar	17786654	2007	Sep	RetractionIn
17456665	2007	May	21451083	2011	May	RetractionIn
17457626	2007	Jul	19225817	2009	Apr	RetractionIn
17461059	2007	Apr	17977112	2007	Oct	RetractionIn
17464449	2007	Oct	20119650	2010	Apr	RetractionIn
17483799	2007	Apr	17978810	2007	Oct	RetractionIn
17499217	2007	Jun	19777641	2009	Oct	RetractionIn
17499512	2007	Jul	19177601	2009	Jan	RetractionIn
17510058	2007	Jul	19676152	2009	Jul	RetractionIn
17512795	2007	Dec	19263596	2009	Jan	RetractionIn
17518361	2007	Sep	18306279	2008	Apr	RetractionIn
17520820	2007	Mar	19306522	2008	Mar	RetractionIn
1752960	1991	Dec	16695966	1993	Feb	RetractionIn
17545440	2007	Jun	19339584	2009	Apr	RetractionIn
17546574	2007	Jul	17907250	2007	Oct	RetractionIn
17555966	2007	Jun	19839099	2009	Oct	RetractionIn
17562229	2007	Mar	18824454	2008	Sep	RetractionIn
17562360	2007	Aug	17987674	2007	Sep	RetractionIn
17564894	2007	Jun	17786654	2007	Sep	RetractionIn
17572536	2007	Jul	18454036	2008	May	RetractionIn
17573344	2007	Aug	18163247	2007	Dec	RetractionIn
17576198	2007	Sep	21348857	2011	Mar	RetractionIn
17578978	2007	Jul	19299812	2009	Apr	RetractionIn
17578979	2007	Jul	19299812	2009	Apr	RetractionIn
17601758	2007	Sep	20050157	2010	Feb	RetractionIn
17604800	2007	Jun	18774408	2008	Sep	RetractionIn
17629231	2007	Jun	20583383	2010	Jul	RetractionIn
17633759	2007	Apr	21288870	2011	Feb	RetractionIn
17637719	2007	Oct	20859260	2010	Dec	RetractionIn
17644368			19388154			RetractionIn
17653663	2007	Aug	18246317	2008	Mar	RetractionIn
17662266	2008	Mar	19124093	2009	Jan	RetractionIn
17671184	2007	Aug	21159658	2010	Dec	RetractionIn
17673498	2007	Sep	18522959	2008	Jun	RetractionIn
17674971	2007	Aug	18219743	2007	Dec	RetractionIn
17686487	2007	Nov	20105496	2010	Feb	RetractionIn
17687392	2007	Jul	18072301	2007	Sep	RetractionIn
17689277	2008	Feb	19530279	2009	May	RetractionIn
17700910	2007		18727212	2008		RetractionIn
17701044	2007	Aug	20499238	2010	Oct	RetractionIn
17702391	2007	Jun	19306522	2008	Mar	RetractionIn
17704142	2008	Jan	19017847	2008	Dec	RetractionIn
17706021	2007		18070421	2007		RetractionIn
17722322	2005	Oct	20695125	2010	Jul	RetractionIn
17724069	2007	Nov	21177934	2011	Jan	RetractionIn
17763102	2007	Jul	19662582	2009		RetractionIn
1779199	1991	Nov	1560215	1992	Mar	RetractionIn
17827835	2007		18825845	2008		RetractionIn
17848183	2007	Nov	18226115	2008	Mar	RetractionIn
17851420	2007		17969264	2007		RetractionIn
178540	1975	Nov	400964	1977	Feb	RetractionIn
17875806	2008	Feb	19520824	2009	Jun	RetractionIn
17878580	2007	Sep	18469481	2008	May	RetractionIn
17882767	2007	Jun	18077742	2007	Dec	RetractionIn
17883901	2007	Sep	19406009	2009	May	RetractionIn
17885785	2008	Mar	19572165	2009	Jul	RetractionIn
17889870	2007	Oct	18711807	2008	Jul	RetractionIn
17892576	2007		17974018	2007		RetractionIn
17901904	2007	Oct	20130686	2010	Feb	RetractionIn
17906199	2007	Oct	21148129	2010	Dec	RetractionIn
17908915	2007	Oct	20584918	2010	Jun	RetractionIn
17909159	2007	Oct	18591507	2008	Jul	RetractionIn
17916578	2007		19454600	2009	Jun	RetractionIn
17918285			19145694			RetractionIn
17918804			19145694			RetractionIn
17920515	2007	Nov	19222129	2009	Mar	RetractionIn
17933655	2007	Oct	18294986	2008	Jan	RetractionIn
1793460	1991	Dec	1552948	1992	Mar	RetractionIn
17938933	2008	Feb	19083241	2009	Feb	RetractionIn
17939000			19557476	2009	Jul	RetractionIn
17947268	2007	Nov	21137116	2010	Dec	RetractionIn
17951022	2008	Jan	19266631	2009	Apr	RetractionIn
17958618	2007	Nov	18558992	2008	Jun	PartialRetractionIn
17960105	2007		18463560	2008		RetractionIn
17962642	2008	Jan	21288870	2011	Feb	RetractionIn
17965330	2008	Apr	18586754	2008	Jul	RetractionIn
17970209	2007	Feb	20082502	2009	May	RetractionIn
17973093	2007	Dec	19727599	2009	Aug	RetractionIn
17976603	2008	Apr	19288593	2009	Apr	RetractionIn
17978280	2007	Oct	19580571	2009	Jun	RetractionIn
17982373	2007	Dec	18769273	2008	Oct	RetractionIn
17992450	2007	Mar	19784531	2009	Sep	RetractionIn
17996074	2007		19843327	2009		RetractionIn
18001736	2008	Jan	19418609	2009	May	RetractionIn
18003778	2007	Dec	18309008	2008	Mar	RetractionIn
18007378	2005		18188887	2007		RetractionIn
18019015	2007	Jan	20082501	2009	May	RetractionIn
18024211	2007	Dec	21277543	2011	Feb	RetractionIn
18035689	2005		19039619	2008	Nov	RetractionIn
18051295	2007	May	18188886	2007	Nov	RetractionIn
18056548	2007	Dec	18763372	2008	Sep	RetractionIn
18057596	2007	Dec	18451467	2008	May	PartialRetractionIn
18060319	2008	Jan	18545817	2008	May	RetractionIn
18067406	2008	Feb	20698795	2010	Aug	RetractionIn
18068108	2008	Jan	21038527	2010	Nov	RetractionIn
18072024	2007	Dec	19455492	2009	Apr	RetractionIn
18073653			18942186			RetractionIn
18076190	2008	Jan	18307284	2008	Mar	RetractionIn
18080195	2008	Aug	19789978	2009	Dec	RetractionIn
18081917	2008	Mar	19132979	2009	Jan	RetractionIn
18088512	2008	Jan	19406009	2009	May	RetractionIn
18163784	2007	Dec	20887081	2010	Sep	RetractionIn
18163970	2007	Dec	18382269	2008	Apr	RetractionIn
18165437	2008	Apr	20514688	2010	Jun	RetractionIn
18165759	2008	Jan	18708937	2008	Aug	RetractionIn
18178308	2008	Apr	19642235	2009	Oct	RetractionIn
18181436	2004	Mar	20455295	2009	Nov	RetractionIn
18186083	2008	Mar	18853441	2008	Nov	RetractionIn
18186348	2007	Dec	18581626	2008	Apr	RetractionIn
18192453	2008	Feb	18949845	2008	Nov	RetractionIn
18193247	2008	Aug	20838801	2010	Nov	RetractionIn
18194915	2007	Dec	18400615	2008	Mar	RetractionIn
18198213	2008	Jun	18755706	2008	Sep	RetractionIn
18202145	2008	May	20514689	2010	Jun	RetractionIn
18203544	2007		20593564	2010		RetractionIn
1821625	1991	Jan	1628701	1992	May	RetractionIn
18222257	2008	Feb	19068508	2008	Nov	RetractionIn
