pmid	yearPublished	monthPublished	pmidRetraction	yearRetracted	monthRetracted	retractionType
18427122	2008	Apr	22431606	2012	Apr	RetractionIn
18419724	2008	May	22489994	2012	May	RetractionIn
18397993	2008	May	22194307	2011	Dec	RetractionIn
18390835	2008	Jun	22549970	2012	May	RetractionIn
18387932	2008	Apr	22228686	2012	Feb	RetractionIn
18384566			22423355	2012	Jan	RetractionIn
18382681	2008		21912632	2011		RetractionIn
18381456	2008	Apr	21045159	2010	Nov	RetractionIn
18368379	2008	Jun	22231743	2012	Apr	RetractionIn
18364112	2008	Mar	22340352	2011	Dec	RetractionIn
18363823	2008	Jun	22606698	2012	May	RetractionIn
18354009	2008	Mar	21697393	2011	Jun	RetractionIn
18305176	2008	Mar	22160712	2011	Dec	RetractionIn
18305082	2008	Apr	21685126	2011	Jul	RetractionIn
18273444	2007	Dec	21843506	2011	Oct	RetractionIn
18227494	2008	Feb	22275445	2012	Feb	RetractionIn
18249329	2008	Feb	22013600	2011	Aug	RetractionIn
18192589	2008	Mar	22142987	2011	Dec	RetractionIn
18165258	2008	May	21813438	2011	Aug	RetractionIn
18163565	2008	Jan	22414431	2012	Mar	RetractionIn
18089389	2007	Dec	21770059	2011	May	RetractionIn
18030693	2007	Oct	22215848	2012	Jan	RetractionIn
17893629	2007	Dec	22026015	2011	Oct	RetractionIn
17761782	2007	Nov	21189485	2011	Jan	RetractionIn
17715156	2007	Sep	21914820	2011	Sep	RetractionIn
17698563	2007	Aug	21708887	2011	Jul	RetractionIn
16729804	2006	May	22088083	2011	Nov	RetractionIn
16451145	2006	Jan	21749337	2011	Aug	RetractionIn
9454848	1998	Feb	21653874	2011	Jun	RetractionIn
7706332	1995	Mar	9378749	1997	Sep	RetractionIn
7627633	1995	Feb	9410477	1997	Oct	RetractionIn
6152872	1982	Jan	3329345	1987		RetractionIn
17683357	2007	Aug	21668864	2011	Jul	RetractionIn
17628467	2007	Dec	18444246	2008	May	RetractionIn
17611265	2007	Jul	21653875	2011	Jun	RetractionIn
17601799	2007	Sep	22467678	2012	Apr	RetractionIn
17576121	2007	Sep	22076701	2011	Dec	RetractionIn
17550372	2007	Aug	19906100	2009	Dec	RetractionIn
17516552	2007	Aug	22120875	2012	Feb	RetractionIn
17470215	2007	Apr	17986024	2007	Sep	RetractionIn
17445657	2007	Apr	22413136	2012	Feb	RetractionIn
17443681	2007	Aug	22120876	2012	Feb	RetractionIn
17380192			19750127			RetractionIn
17369855	2007	Aug	21677654	2011	Jun	RetractionIn
17347151	2007	May	22319783	2012	Jan	RetractionIn
17344217	2007	Apr	21961173	2011	Aug	RetractionIn
17316397	2007	Mar	22497026	2012	Mar	RetractionIn
17311278	2007	Jul	22120874	2012	Feb	RetractionIn
17290060	2007	Feb	22451975	2012	Feb	RetractionIn
17280485	2007	Apr	22239245	2012	Apr	RetractionIn
17278100	2007	May	21960263	2011	Dec	RetractionIn
17267205	2007	Mar	22200063	2011	Nov	RetractionIn
17264214	2007	Feb	22408789	2012	Jan	RetractionIn
17241528	2007	Feb	17974074	2007	Oct	RetractionIn
17237390	2007	Feb	20483794	2010	Jun	RetractionIn
17237224	2007	Mar	21879499	2011	Jul	RetractionIn
17230513	2007	Apr	21960263	2011	Dec	RetractionIn
17218375	2007	Feb	21685126	2011	Jul	RetractionIn
17188242	2007	Feb	19777639	2009	Oct	RetractionIn
17158886	2007	Feb	22319782	2012	Jan	RetractionIn
17034353			22239245	2012	Apr	RetractionIn
17023390	2006	Nov	20515957	2010	Jun	RetractionIn
17015251	2006	Oct	22339484	2012	Mar	RetractionIn
17012269	2006		17178748	2007		RetractionIn
16912040	2006	Oct	21812126	2011	Jun	RetractionIn
16882662	2006	Oct	21882397	2011	Jul	RetractionIn
16807438	2006	May	22024726	2011	Nov	RetractionIn
16723796	2006	Jun	20689222	2010	Sep	RetractionIn
16688670			22132425			RetractionIn
16675392	2006	May	17326324	2007	Feb	RetractionIn
16557440	2006	Mar	21815117	2011	Jul	RetractionIn
16556129	2006	Feb	22458403	2012	Apr	RetractionIn
16469308	2006	Mar	22679637	2012	May	RetractionIn
16411566	2005		22528543	2012	Jun	RetractionIn
16409294	2006	Feb	21623763	2011	Mar	RetractionIn
16398468	2005	Nov	21322744	2011	Feb	RetractionIn
16383300	2005	Aug	18350680	2007	Dec	RetractionIn
16293615	2006	Jan	21812125	2011	Jun	RetractionIn
16263789	2006	Feb	21856862	2011	Oct	RetractionIn
16159641	2005	Sep	20464794	2010	May	RetractionIn
16157701	2005	Sep	17485494	2007	May	RetractionIn
16154993	2005	Nov	22319781	2012	Jan	RetractionIn
16152613	2006	Mar	21960263	2011	Dec	RetractionIn
16109640	2005	Aug	22168171	2012	Jan	RetractionIn
16106398	2006	Feb	21960263	2011	Dec	RetractionIn
16061819	2005	Aug	20375280	2010	May	RetractionIn
16061473	2005	Sep	21882370	2011	Jul	RetractionIn
15976327	2005	Sep	21508337	2011	May	RetractionIn
15965464	2005	Jun	16222304	2005	Oct	RetractionIn
15864528	2005	Jun	21584794	2011	Sep	RetractionIn
15819761	2005	May	21682719	2011	Jul	RetractionIn
15817890	2005	May	21709285	2011	Jul	RetractionIn
15798955	2005	Apr	21961161	2011	Sep	RetractionIn
15677767	2005	Apr	22383655	2012	Mar	RetractionIn
15618276	2005	Mar	21646413	2011	Jul	RetractionIn
15609310	2005	May	21960263	2011	Dec	RetractionIn
15583985	2004	Dec	16456801	2006	Feb	RetractionIn
15580304	2005	Jan	21677655	2011	Jun	RetractionIn
15571483	2004	Nov	22352418	2012	Mar	RetractionIn
15501944	2005	Jan	21943438	2011	Sep	RetractionIn
15297874	2004	Aug	17971824	2007	Oct	RetractionIn
15256470	2004	Jul	21045150	2010	Nov	RetractionIn
15240731	2004	Jul	20483793	2010	Jun	RetractionIn
15194459	2004	Jul	21917990	2011	Oct	RetractionIn
15144295	2004	Jun	21826809	2011	Jul	RetractionIn
15047708	2004	Jun	21812124	2011	Jun	RetractionIn
15042502	2004	Mar	21928511	2011	Jul	RetractionIn
14656778	2003	Dec	21792706	2011	Sep	RetractionIn
14633524	2003	Dec	21451070	2011	May	RetractionIn
14620432	2003	Oct	15117135	2004	Apr	RetractionIn
14519073	2003	Oct	22088135	2012	Jan	RetractionIn
12940740	2003	Sep	16787104	2006	Jun	RetractionIn
12935295	2003	Aug	14723796	2004	Jan	RetractionIn
12845635	2003	Jul	17029327	2006	Nov	RetractionIn
12837248	2003	Jun	22464333	2012	Mar	RetractionIn
12735579	2003	May	21847821	2011	Jul	RetractionIn
12692091	2003	Jun	21807755	2011	Aug	RetractionIn
12665995	2003	May	21604013	2011	Jul	RetractionIn
12625310	2003	Feb	21826810	2011	Jul	RetractionIn
12620953	2003	Mar	21792707	2011	Sep	RetractionIn
12618524	2003	Mar	14617761	2003	Nov	RetractionIn
12574348	2003	Feb	20483792	2010	Jun	RetractionIn
12558978	2003	Feb	22125797	2011	Nov	RetractionIn
12538174	2003	Feb	21451075	2011	May	RetractionIn
12477671	2002	Dec	21792705	2011	Sep	RetractionIn
12468196	2002	Dec	21422878	2011	Apr	RetractionIn
12393770	2002	Nov	21685126	2011	Jul	RetractionIn
12373472	2002	Oct	21604014	2011	Jul	RetractionIn
12198052	2002	Sep	21451078	2011	May	RetractionIn
12142192	2002	Aug	22191097	2011	Dec	RetractionIn
12034030	2002	Apr	21923251	2011	Sep	RetractionIn
12031711	2002	Jun	21917989	2011	Oct	RetractionIn
11772810	2002	Jan	21451086	2011	May	RetractionIn
11565755	2001	Sep	14561890	2003	Nov	PartialRetractionIn
11543891	2001	Sep	11600210	2001	Oct	RetractionIn
11536383	2001	Sep	18814186	2008	Oct	RetractionIn
11531667	2001	Sep	21826811	2011	Jul	RetractionIn
11517128	2001	Sep	21685126	2011	Jul	RetractionIn
11505347	2001	Aug	22013600	2011	Aug	RetractionIn
11490022	2001	Aug	17056589	2006	Nov	RetractionIn
11435477	2001	Jul	14517276	2003	Oct	RetractionIn
11426361	2001	Jun	22013600	2011	Aug	RetractionIn
11383794	2001	May	21847820	2011	Jul	RetractionIn
11378603	2001	May	22026015	2011	Oct	RetractionIn
11226079	2001	Mar	21451074	2011	May	RetractionIn
11182366	2001	Feb	12809932	2003	Jun	RetractionIn
11167165	2001	Feb	21749336	2011	Aug	RetractionIn
11139111	2000	Dec	22013600	2011	Aug	RetractionIn
11103184	2000	Sep	21685126	2011	Jul	RetractionIn
10930202	2000	Jul	21818715	2011		RetractionIn
10890482	2000	Jun	22013600	2011	Aug	RetractionIn
10882875	2000	Jun	22308570	2012	Jan	RetractionIn
10866914	2000	Jul	21451084	2011	May	RetractionIn
10798759	2000	Apr	22158472	2011	Dec	RetractionIn
10696980	2000	Feb	11073015	2000	Oct	RetractionIn
10688189	2000	Feb	12024219	2002	May	RetractionIn
10651673	2000	Feb	21826812	2011	Jul	RetractionIn
10589610	1999	Dec	21451082	2011	May	RetractionIn
10417466	1999	Jul	21826813	2011	Jul	RetractionIn
10417151	1999	Aug	21765000	2011	Aug	RetractionIn
10364988	1999	Feb	21685126	2011	Jul	RetractionIn
9895070	1999	Jan	21451069	2011	May	RetractionIn
9500320	1998	Feb	20137807	2010	Feb	RetractionIn
9314560	1997	Oct	19364884	2009	May	RetractionIn
7702575	1995	Mar	9841640	1998	Oct	RetractionIn
1455228	1992	Nov	10383305	1999	May	RetractionIn
6338856	1983	Mar	3289525	1988	Jul	RetractionIn
6753612	1982	Nov	2653058	1989	May	RetractionIn
